sub,source,target,fold,test_acc,train_acc
6,['2'],['5'],2,0.918551266791362,0.9725765306122449
6,['2'],['5'],3,0.926032987587145,0.9751275510204082
6,['2'],['5'],4,0.916170719265431,0.9713010204081632
7,['2'],['5'],0,0.764795918367347,0.9223899638528599
7,['2'],['5'],1,0.757312925170068,0.922815224324899
7,['2'],['5'],2,0.763095238095238,0.9257920476291729
7,['2'],['5'],3,0.7712585034013606,0.9209183673469388
7,['2'],['5'],4,0.7646258503401361,0.922815224324899
8,['2'],['5'],0,0.9146403672844754,0.9904336734693877
8,['2'],['5'],1,0.9289236524400613,0.9929846938775511
8,['2'],['5'],2,0.9102193504506036,0.9914965986394558
8,['2'],['5'],3,0.9180411494643768,0.9906462585034014
8,['2'],['5'],4,0.8972963781669784,0.9889455782312925
1,['2'],['6'],0,0.9477802347337982,0.9755527210884354
1,['2'],['6'],1,0.9535635312127912,0.9772534013605442
1,['2'],['6'],2,0.9530532403469978,0.9757653061224489
1,['2'],['6'],3,0.9518625616601463,0.9785289115646258
1,['2'],['6'],4,0.9515223677496173,0.9759778911564626
2,['2'],['6'],0,0.9051020408163265,0.9668437832093517
2,['2'],['6'],1,0.902891156462585,0.96875
2,['2'],['6'],2,0.9025510204081633,0.9683315621679065
2,['2'],['6'],3,0.9001700680272109,0.963230605738576
2,['2'],['6'],4,0.9030612244897959,0.9659936238044633
3,['2'],['6'],0,0.9380952380952381,0.9751275510204082
3,['2'],['6'],1,0.9372448979591836,0.9755527210884354
3,['2'],['6'],2,0.9403061224489796,0.9787414965986394
3,['2'],['6'],3,0.9409863945578232,0.9781037414965986
3,['2'],['6'],4,0.9392857142857143,0.9764030612244898
4,['2'],['6'],0,0.764795918367347,0.9568544102019129
4,['2'],['6'],1,0.7494897959183674,0.9485653560042508
4,['2'],['6'],2,0.7374149659863946,0.9576955782312925
4,['2'],['6'],3,0.7982993197278911,0.953241232731137
4,['2'],['6'],4,0.7564625850340136,0.953028692879915
5,['2'],['6'],0,0.9217687074829932,0.9351615646258503
5,['2'],['6'],1,0.9290816326530612,0.9419642857142857
5,['2'],['6'],2,0.926530612244898,0.9423894557823129
5,['2'],['6'],3,0.9256802721088435,0.9383503401360545
5,['2'],['6'],4,0.9282312925170068,0.9347363945578231
6,['2'],['6'],0,0.920578231292517,0.9740646258503401
6,['2'],['6'],1,0.91921768707483,0.9738520408163265
6,['2'],['6'],2,0.930952380952381,0.9725765306122449
6,['2'],['6'],3,0.9280612244897959,0.9751275510204082
6,['2'],['6'],4,0.9258503401360544,0.9713010204081632
7,['2'],['6'],0,0.7394557823129252,0.9223899638528599
7,['2'],['6'],1,0.7431972789115646,0.922815224324899
7,['2'],['6'],2,0.7477891156462585,0.9257920476291729
7,['2'],['6'],3,0.7518707482993198,0.9209183673469388
7,['2'],['6'],4,0.7564625850340136,0.922815224324899
8,['2'],['6'],0,0.79421768707483,0.9904336734693877
8,['2'],['6'],1,0.8025510204081633,0.9929846938775511
8,['2'],['6'],2,0.7986394557823129,0.9914965986394558
8,['2'],['6'],3,0.7969387755102041,0.9906462585034014
8,['2'],['6'],4,0.8163265306122449,0.9889455782312925
1,['2'],['8'],0,0.95,0.9755527210884354
1,['2'],['8'],1,0.9527210884353742,0.9772534013605442
1,['2'],['8'],2,0.95,0.9757653061224489
1,['2'],['8'],3,0.9454081632653061,0.9785289115646258
1,['2'],['8'],4,0.9459183673469388,0.9759778911564626
2,['2'],['8'],0,0.9141156462585034,0.9668437832093517
2,['2'],['8'],1,0.9090136054421769,0.96875
2,['2'],['8'],2,0.9164965986394558,0.9683315621679065
2,['2'],['8'],3,0.9168367346938775,0.963230605738576
2,['2'],['8'],4,0.9132653061224489,0.9659936238044633
3,['2'],['8'],0,0.8755102040816326,0.9751275510204082
3,['2'],['8'],1,0.8612244897959184,0.9755527210884354
3,['2'],['8'],2,0.8778911564625851,0.9787414965986394
3,['2'],['8'],3,0.891156462585034,0.9781037414965986
3,['2'],['8'],4,0.8770408163265306,0.9764030612244898
4,['2'],['8'],0,0.8802721088435375,0.9568544102019129
4,['2'],['8'],1,0.8656462585034014,0.9485653560042508
4,['2'],['8'],2,0.8658163265306122,0.9576955782312925
4,['2'],['8'],3,0.8568027210884354,0.953241232731137
4,['2'],['8'],4,0.8782312925170068,0.953028692879915
5,['2'],['8'],0,0.8530612244897959,0.9351615646258503
5,['2'],['8'],1,0.8909863945578231,0.9419642857142857
5,['2'],['8'],2,0.8903061224489796,0.9423894557823129
5,['2'],['8'],3,0.8874149659863946,0.9383503401360545
5,['2'],['8'],4,0.8920068027210885,0.9347363945578231
6,['2'],['8'],0,0.907977547201905,0.9740646258503401
6,['2'],['8'],1,0.8996427963939445,0.9738520408163265
6,['2'],['8'],2,0.9044055111413506,0.9725765306122449
6,['2'],['8'],3,0.9277087940125872,0.9751275510204082
6,['2'],['8'],4,0.9059363837387311,0.9713010204081632
7,['2'],['8'],0,0.6509610477972444,0.9223899638528599
7,['2'],['8'],1,0.6547031808130634,0.922815224324899
7,['2'],['8'],2,0.6839598571185576,0.9257920476291729
7,['2'],['8'],3,0.65759482905256,0.9209183673469388
7,['2'],['8'],4,0.6598060894709985,0.922815224324899
8,['2'],['8'],0,0.8170068027210884,0.9904336734693877
8,['2'],['8'],1,0.8409863945578231,0.9929846938775511
8,['2'],['8'],2,0.8392857142857143,0.9914965986394558
8,['2'],['8'],3,0.8353741496598639,0.9906462585034014
8,['2'],['8'],4,0.827891156462585,0.9889455782312925
1,['4'],['2'],0,0.9664965986394558,0.9772534013605442
1,['4'],['2'],1,0.9607142857142857,0.9755527210884354
1,['4'],['2'],2,0.9634353741496599,0.9778911564625851
1,['4'],['2'],3,0.9634353741496599,0.9751275510204082
1,['4'],['2'],4,0.9620748299319728,0.9755527210884354
2,['4'],['2'],0,0.8870940316272743,0.9785334750265675
2,['4'],['2'],1,0.8802924672674716,0.9793836344314559
2,['4'],['2'],2,0.8736609420166638,0.979596174282678
2,['4'],['2'],3,0.878932154395511,0.9804421768707483
2,['4'],['2'],4,0.8774018024145553,0.981721572794899
3,['4'],['2'],0,0.9389455782312925,0.9753401360544217
3,['4'],['2'],1,0.9341836734693878,0.9717261904761905
3,['4'],['2'],2,0.9287414965986395,0.9740646258503401
3,['4'],['2'],3,0.9420068027210884,0.9736394557823129
3,['4'],['2'],4,0.8872448979591837,0.9713010204081632
4,['4'],['2'],0,0.8525760925012753,0.9477040816326531
4,['4'],['2'],1,0.8512157796293147,0.9474914965986394
4,['4'],['2'],2,0.834721986056793,0.9485544217687075
4,['4'],['2'],3,0.8401632375446353,0.9523809523809523
4,['4'],['2'],4,0.8598877741880633,0.9613095238095238
5,['4'],['2'],0,0.907312925170068,0.9389880952380952
5,['4'],['2'],1,0.9113945578231293,0.9447278911564626
5,['4'],['2'],2,0.9154761904761904,0.9453656462585034
5,['4'],['2'],3,0.9146258503401361,0.9462159863945578
5,['4'],['2'],4,0.8510204081632653,0.9398384353741497
6,['4'],['2'],0,0.9539115646258504,0.9761904761904762
6,['4'],['2'],1,0.9605442176870749,0.9766206163655685
6,['4'],['2'],2,0.9554421768707483,0.9751328374070138
6,['4'],['2'],3,0.9591836734693877,0.9766206163655685
6,['4'],['2'],4,0.9654761904761905,0.9766206163655685
7,['4'],['2'],0,0.7897601632930771,0.9417517006802721
7,['4'],['2'],1,0.7611838748086409,0.9513180272108843
7,['4'],['2'],2,0.7538697057322674,0.9496173469387755
7,['4'],['2'],3,0.7288654533083858,0.9485544217687075
7,['4'],['2'],4,0.7295458411294438,0.9434523809523809
8,['4'],['2'],0,0.9183673469387755,0.9927721088435374
8,['4'],['2'],1,0.9425170068027211,0.9880952380952381
8,['4'],['2'],2,0.9399659863945579,0.9921343537414966
8,['4'],['2'],3,0.9479591836734694,0.9910714285714286
8,['4'],['2'],4,0.9321428571428572,0.9914965986394558
1,['4'],['4'],0,0.9795918367346939,0.9772534013605442
1,['4'],['4'],1,0.9744897959183674,0.9755527210884354
1,['4'],['4'],2,0.9625850340136054,0.9778911564625851
1,['4'],['4'],3,0.9804421768707483,0.9751275510204082
1,['4'],['4'],4,0.9736394557823129,0.9755527210884354
2,['4'],['4'],0,0.9770408163265306,0.9785334750265675
2,['4'],['4'],1,0.983843537414966,0.9793836344314559
2,['4'],['4'],2,0.9727891156462585,0.979596174282678
2,['4'],['4'],3,0.9702633814783348,0.9804421768707483
2,['4'],['4'],4,0.9668367346938775,0.981721572794899
3,['4'],['4'],0,0.9523809523809523,0.9753401360544217
3,['4'],['4'],1,0.9710884353741497,0.9717261904761905
3,['4'],['4'],2,0.9744897959183674,0.9740646258503401
3,['4'],['4'],3,0.9532312925170068,0.9736394557823129
3,['4'],['4'],4,0.9260204081632653,0.9713010204081632
4,['4'],['4'],0,0.9642857142857143,0.9477040816326531
4,['4'],['4'],1,0.9608843537414966,0.9474914965986394
4,['4'],['4'],2,0.9617346938775511,0.9485544217687075
4,['4'],['4'],3,0.9379251700680272,0.9523809523809523
4,['4'],['4'],4,0.9030612244897959,0.9613095238095238
5,['4'],['4'],0,0.9566326530612245,0.9389880952380952
5,['4'],['4'],1,0.9285714285714286,0.9447278911564626
5,['4'],['4'],2,0.935374149659864,0.9453656462585034
5,['4'],['4'],3,0.923469387755102,0.9462159863945578
5,['4'],['4'],4,0.9379251700680272,0.9398384353741497
6,['4'],['4'],0,0.9779099405267629,0.9761904761904762
6,['4'],['4'],1,0.9659863945578231,0.9766206163655685
6,['4'],['4'],2,0.9787414965986394,0.9751328374070138
6,['4'],['4'],3,0.967687074829932,0.9766206163655685
6,['4'],['4'],4,0.9753401360544217,0.9766206163655685
7,['4'],['4'],0,0.9447278911564626,0.9417517006802721
7,['4'],['4'],1,0.8537414965986394,0.9513180272108843
7,['4'],['4'],2,0.9319727891156463,0.9496173469387755
7,['4'],['4'],3,0.9328231292517006,0.9485544217687075
7,['4'],['4'],4,0.9464285714285714,0.9434523809523809
8,['4'],['4'],0,0.9336734693877551,0.9927721088435374
8,['4'],['4'],1,0.9948979591836735,0.9880952380952381
8,['4'],['4'],2,0.9787414965986394,0.9921343537414966
8,['4'],['4'],3,0.9957482993197279,0.9910714285714286
8,['4'],['4'],4,0.9583333333333334,0.9914965986394558
1,['4'],['5'],0,0.9710884353741497,0.9772534013605442
1,['4'],['5'],1,0.9688775510204082,0.9755527210884354
1,['4'],['5'],2,0.9675170068027211,0.9778911564625851
1,['4'],['5'],3,0.9647959183673469,0.9751275510204082
1,['4'],['5'],4,0.9695578231292517,0.9755527210884354
2,['4'],['5'],0,0.9340136054421768,0.9785334750265675
2,['4'],['5'],1,0.9282312925170068,0.9793836344314559
2,['4'],['5'],2,0.9272108843537415,0.979596174282678
2,['4'],['5'],3,0.9297619047619048,0.9804421768707483
2,['4'],['5'],4,0.9277210884353742,0.981721572794899
3,['4'],['5'],0,0.9108843537414966,0.9753401360544217
3,['4'],['5'],1,0.8977891156462585,0.9717261904761905
3,['4'],['5'],2,0.9071428571428571,0.9740646258503401
3,['4'],['5'],3,0.8993197278911564,0.9736394557823129
3,['4'],['5'],4,0.8870748299319728,0.9713010204081632
4,['4'],['5'],0,0.9043005269420363,0.9477040816326531
4,['4'],['5'],1,0.8968213496515384,0.9474914965986394
4,['4'],['5'],2,0.9012408635050144,0.9485544217687075
4,['4'],['5'],3,0.9026007139214687,0.9523809523809523
4,['4'],['5'],4,0.90464048954615,0.9613095238095238
5,['4'],['5'],0,0.8906648529161707,0.9389880952380952
5,['4'],['5'],1,0.8867539534092841,0.9447278911564626
5,['4'],['5'],2,0.8955959870770277,0.9453656462585034
5,['4'],['5'],3,0.8784220370685257,0.9462159863945578
5,['4'],['5'],4,0.8738309811256589,0.9398384353741497
6,['4'],['5'],0,0.933174630164938,0.9761904761904762
6,['4'],['5'],1,0.9353851385818738,0.9766206163655685
6,['4'],['5'],2,0.9190613841183473,0.9751328374070138
6,['4'],['5'],3,0.9355551776908689,0.9766206163655685
6,['4'],['5'],4,0.9534092841353511,0.9766206163655685
7,['4'],['5'],0,0.8892857142857142,0.9417517006802721
7,['4'],['5'],1,0.89421768707483,0.9513180272108843
7,['4'],['5'],2,0.8926870748299319,0.9496173469387755
7,['4'],['5'],3,0.8918367346938776,0.9485544217687075
7,['4'],['5'],4,0.8734693877551021,0.9434523809523809
8,['4'],['5'],0,0.9204216969903077,0.9927721088435374
8,['4'],['5'],1,0.9069886073796973,0.9880952380952381
8,['4'],['5'],2,0.933514708382928,0.9921343537414966
8,['4'],['5'],3,0.9250127529331746,0.9910714285714286
8,['4'],['5'],4,0.9192314232273423,0.9914965986394558
1,['4'],['6'],0,0.9528831433917333,0.9772534013605442
1,['4'],['6'],1,0.9363837387310767,0.9755527210884354
1,['4'],['6'],2,0.9503316890627658,0.9778911564625851
1,['4'],['6'],3,0.9375744174179282,0.9751275510204082
1,['4'],['6'],4,0.9559448885864943,0.9755527210884354
2,['4'],['6'],0,0.8482993197278912,0.9785334750265675
2,['4'],['6'],1,0.8420068027210884,0.9793836344314559
2,['4'],['6'],2,0.8510204081632653,0.979596174282678
2,['4'],['6'],3,0.8392857142857143,0.9804421768707483
2,['4'],['6'],4,0.844047619047619,0.981721572794899
3,['4'],['6'],0,0.9576530612244898,0.9753401360544217
3,['4'],['6'],1,0.9556122448979592,0.9717261904761905
3,['4'],['6'],2,0.9554421768707483,0.9740646258503401
3,['4'],['6'],3,0.9596938775510204,0.9736394557823129
3,['4'],['6'],4,0.911734693877551,0.9713010204081632
4,['4'],['6'],0,0.8006802721088435,0.9477040816326531
4,['4'],['6'],1,0.7920068027210885,0.9474914965986394
4,['4'],['6'],2,0.7901360544217687,0.9485544217687075
4,['4'],['6'],3,0.7914965986394558,0.9523809523809523
4,['4'],['6'],4,0.8491496598639455,0.9613095238095238
5,['4'],['6'],0,0.9248299319727891,0.9389880952380952
5,['4'],['6'],1,0.9037414965986394,0.9447278911564626
5,['4'],['6'],2,0.9215986394557824,0.9453656462585034
5,['4'],['6'],3,0.9124149659863946,0.9462159863945578
5,['4'],['6'],4,0.8863945578231293,0.9398384353741497
6,['4'],['6'],0,0.9493197278911565,0.9761904761904762
6,['4'],['6'],1,0.9547619047619048,0.9766206163655685
6,['4'],['6'],2,0.9488095238095238,0.9751328374070138
6,['4'],['6'],3,0.9581632653061225,0.9766206163655685
6,['4'],['6'],4,0.9610544217687075,0.9766206163655685
7,['4'],['6'],0,0.797108843537415,0.9417517006802721
7,['4'],['6'],1,0.7811224489795918,0.9513180272108843
7,['4'],['6'],2,0.7986394557823129,0.9496173469387755
7,['4'],['6'],3,0.8044217687074829,0.9485544217687075
7,['4'],['6'],4,0.7938775510204081,0.9434523809523809
8,['4'],['6'],0,0.742687074829932,0.9927721088435374
8,['4'],['6'],1,0.7501700680272109,0.9880952380952381
8,['4'],['6'],2,0.7702380952380953,0.9921343537414966
8,['4'],['6'],3,0.7477891156462585,0.9910714285714286
8,['4'],['6'],4,0.7431972789115646,0.9914965986394558
1,['4'],['8'],0,0.9377551020408164,0.9772534013605442
1,['4'],['8'],1,0.9193877551020408,0.9755527210884354
1,['4'],['8'],2,0.9423469387755102,0.9778911564625851
1,['4'],['8'],3,0.9316326530612244,0.9751275510204082
1,['4'],['8'],4,0.9430272108843537,0.9755527210884354
2,['4'],['8'],0,0.8940476190476191,0.9785334750265675
2,['4'],['8'],1,0.9010204081632653,0.9793836344314559
2,['4'],['8'],2,0.9003401360544218,0.979596174282678
2,['4'],['8'],3,0.8950680272108843,0.9804421768707483
2,['4'],['8'],4,0.8977891156462585,0.981721572794899
3,['4'],['8'],0,0.8913265306122449,0.9753401360544217
3,['4'],['8'],1,0.8857142857142857,0.9717261904761905
3,['4'],['8'],2,0.8874149659863946,0.9740646258503401
3,['4'],['8'],3,0.8770408163265306,0.9736394557823129
3,['4'],['8'],4,0.8687074829931973,0.9713010204081632
4,['4'],['8'],0,0.886734693877551,0.9477040816326531
4,['4'],['8'],1,0.8843537414965986,0.9474914965986394
4,['4'],['8'],2,0.879421768707483,0.9485544217687075
4,['4'],['8'],3,0.8860544217687075,0.9523809523809523
4,['4'],['8'],4,0.888265306122449,0.9613095238095238
5,['4'],['8'],0,0.871938775510204,0.9389880952380952
5,['4'],['8'],1,0.8722789115646259,0.9447278911564626
5,['4'],['8'],2,0.8833333333333333,0.9453656462585034
5,['4'],['8'],3,0.8833333333333333,0.9462159863945578
5,['4'],['8'],4,0.8625850340136054,0.9398384353741497
6,['4'],['8'],0,0.8554175880251743,0.9761904761904762
6,['4'],['8'],1,0.869535635312128,0.9766206163655685
6,['4'],['8'],2,0.8462323524408913,0.9751328374070138
6,['4'],['8'],3,0.8790610648069399,0.9766206163655685
6,['4'],['8'],4,0.9209049158020072,0.9766206163655685
7,['4'],['8'],0,0.8897771729886035,0.9417517006802721
7,['4'],['8'],1,0.886205136928049,0.9513180272108843
7,['4'],['8'],2,0.8955604694675965,0.9496173469387755
7,['4'],['8'],3,0.890627657764926,0.9485544217687075
7,['4'],['8'],4,0.890287463854397,0.9434523809523809
8,['4'],['8'],0,0.8462585034013606,0.9927721088435374
8,['4'],['8'],1,0.8139455782312925,0.9880952380952381
8,['4'],['8'],2,0.8491496598639455,0.9921343537414966
8,['4'],['8'],3,0.8248299319727891,0.9910714285714286
8,['4'],['8'],4,0.8047619047619048,0.9914965986394558
1,['5'],['2'],0,0.9612244897959183,0.9742772108843537
1,['5'],['2'],1,0.9615646258503401,0.9785289115646258
1,['5'],['2'],2,0.9619047619047619,0.9757653061224489
1,['5'],['2'],3,0.9627551020408164,0.9757653061224489
1,['5'],['2'],4,0.9653061224489796,0.9747023809523809
2,['5'],['2'],0,0.9231423227342289,0.9600340136054422
2,['5'],['2'],1,0.9321543955109676,0.9706632653061225
2,['5'],['2'],2,0.9279034177860908,0.9630102040816326
2,['5'],['2'],3,0.923652440061214,0.9574829931972789
2,['5'],['2'],4,0.9246726747151844,0.9559948979591837
3,['5'],['2'],0,0.9554421768707483,0.9778911564625851
3,['5'],['2'],1,0.9591836734693877,0.9802295918367347
3,['5'],['2'],2,0.9554421768707483,0.9798044217687075
3,['5'],['2'],3,0.9520408163265306,0.9798044217687075
3,['5'],['2'],4,0.9586734693877551,0.9791666666666666
4,['5'],['2'],0,0.8996769256929094,0.9685507862303443
4,['5'],['2'],1,0.9114096242135691,0.9681325685149776
4,['5'],['2'],2,0.9097092331236184,0.968763280917977
4,['5'],['2'],3,0.8995068865839143,0.9689757756056099
4,['5'],['2'],4,0.9005271212378847,0.9657956235394094
5,['5'],['2'],0,0.89421768707483,0.9460148777895856
5,['5'],['2'],1,0.8818027210884354,0.9492029755579171
5,['5'],['2'],2,0.8914965986394557,0.946865037194474
5,['5'],['2'],3,0.8807823129251701,0.9474914965986394
5,['5'],['2'],4,0.8921768707482993,0.9443145589798088
6,['5'],['2'],0,0.9501700680272109,0.9800254993625159
6,['5'],['2'],1,0.9391156462585034,0.9787460148777896
6,['5'],['2'],2,0.9508503401360544,0.9798044217687075
6,['5'],['2'],3,0.9442176870748299,0.9785289115646258
6,['5'],['2'],4,0.9360544217687075,0.9766206163655685
7,['5'],['2'],0,0.7506378635822418,0.9434523809523809
7,['5'],['2'],1,0.7465555366558939,0.9464285714285714
7,['5'],['2'],2,0.7564211600612349,0.9485544217687075
7,['5'],['2'],3,0.7361796223847593,0.9485544217687075
7,['5'],['2'],4,0.7606735839428475,0.9415391156462585
8,['5'],['2'],0,0.9025510204081633,0.9957492029755579
8,['5'],['2'],1,0.9124149659863946,0.9970244420828905
8,['5'],['2'],2,0.873639455782313,0.9957492029755579
8,['5'],['2'],3,0.9163265306122449,0.9957482993197279
8,['5'],['2'],4,0.9229591836734694,0.9955366631243359
1,['5'],['4'],0,0.9003401360544218,0.9742772108843537
1,['5'],['4'],1,0.9105442176870748,0.9785289115646258
1,['5'],['4'],2,0.8768707482993198,0.9757653061224489
1,['5'],['4'],3,0.895578231292517,0.9757653061224489
1,['5'],['4'],4,0.9078231292517007,0.9747023809523809
2,['5'],['4'],0,0.9472878762115287,0.9600340136054422
2,['5'],['4'],1,0.9525590885903757,0.9706632653061225
2,['5'],['4'],2,0.958000340078218,0.9630102040816326
2,['5'],['4'],3,0.9535793232443462,0.9574829931972789
2,['5'],['4'],4,0.958000340078218,0.9559948979591837
3,['5'],['4'],0,0.9078231292517007,0.9778911564625851
3,['5'],['4'],1,0.9108843537414966,0.9802295918367347
3,['5'],['4'],2,0.9023809523809524,0.9798044217687075
3,['5'],['4'],3,0.9030612244897959,0.9798044217687075
3,['5'],['4'],4,0.9049319727891156,0.9791666666666666
4,['5'],['4'],0,0.808843537414966,0.9685507862303443
4,['5'],['4'],1,0.8204081632653061,0.9681325685149776
4,['5'],['4'],2,0.8134353741496598,0.968763280917977
4,['5'],['4'],3,0.8171768707482994,0.9689757756056099
4,['5'],['4'],4,0.8112244897959183,0.9657956235394094
5,['5'],['4'],0,0.8879251700680272,0.9460148777895856
5,['5'],['4'],1,0.8731292517006802,0.9492029755579171
5,['5'],['4'],2,0.9005102040816326,0.946865037194474
5,['5'],['4'],3,0.8928571428571429,0.9474914965986394
5,['5'],['4'],4,0.8928571428571429,0.9443145589798088
6,['5'],['4'],0,0.9508586975004251,0.9800254993625159
6,['5'],['4'],1,0.9464376806665533,0.9787460148777896
6,['5'],['4'],2,0.9450773677945927,0.9798044217687075
